"Población de 16 y más años ocupada de la C.A. de Euskadi por ámbitos territoriales, rama de actividad y periodo"

"ámbitos territoriales";"rama de actividad";"periodo";Población de 16 y más años ocupada de la C.A. de Euskadi
"Gizaburuaga";"Industrias extractivas";"2001";0
"Gizaburuaga";"Industrias extractivas";"2006";0
"Gizaburuaga";"Industrias extractivas";"2011";0
"Gizaburuaga";"Industrias extractivas";"2016";0
"Gizaburuaga";"Industria manufacturera";"1996";21
"Gizaburuaga";"Industria manufacturera";"2001";17
"Gizaburuaga";"Industria manufacturera";"2006";32
"Gizaburuaga";"Industria manufacturera";"2011";29
"Gizaburuaga";"Industria manufacturera";"2016";36
"Gizaburuaga";"Producción y distribución de energía electrica, gas y agua";"1996";0
"Gizaburuaga";"Producción y distribución de energía electrica, gas y agua";"2001";0
"Gizaburuaga";"Producción y distribución de energía electrica, gas y agua";"2006";1
"Gizaburuaga";"Producción y distribución de energía electrica, gas y agua";"2011";2
"Gizaburuaga";"Producción y distribución de energía electrica, gas y agua";"2016";0
"Gizaburuaga";"Construcción";"1996";2
"Gizaburuaga";"Construcción";"2001";2
"Gizaburuaga";"Construcción";"2006";3
"Gizaburuaga";"Construcción";"2011";6
"Gizaburuaga";"Construcción";"2016";3
"Gizaburuaga";"Comercio y reparación";"1996";3
"Gizaburuaga";"Comercio y reparación";"2001";5
"Gizaburuaga";"Comercio y reparación";"2006";8
"Gizaburuaga";"Comercio y reparación";"2011";6
"Gizaburuaga";"Comercio y reparación";"2016";4
"Gizaburuaga";"Hostelería";"1996";3
"Gizaburuaga";"Hostelería";"2001";4
"Gizaburuaga";"Hostelería";"2006";4
"Gizaburuaga";"Hostelería";"2011";3
"Gizaburuaga";"Hostelería";"2016";5
"Gizaburuaga";"Transporte, almacenamiento y comunicaciones";"1996";3
"Gizaburuaga";"Transporte, almacenamiento y comunicaciones";"2001";4
"Gizaburuaga";"Transporte, almacenamiento y comunicaciones";"2006";3
"Gizaburuaga";"Transporte, almacenamiento y comunicaciones";"2011";2
"Gizaburuaga";"Transporte, almacenamiento y comunicaciones";"2016";5
"Gizaburuaga";"Intermediación financiera";"1996";1
"Gizaburuaga";"Intermediación financiera";"2001";1
"Gizaburuaga";"Intermediación financiera";"2006";1
"Gizaburuaga";"Intermediación financiera";"2011";3
"Gizaburuaga";"Intermediación financiera";"2016";3
"Gizaburuaga";"Alquiler, inmobiliarias y servicios a empresas";"1996";2
"Gizaburuaga";"Alquiler, inmobiliarias y servicios a empresas";"2001";1
"Gizaburuaga";"Alquiler, inmobiliarias y servicios a empresas";"2006";3
"Gizaburuaga";"Alquiler, inmobiliarias y servicios a empresas";"2011";4
"Gizaburuaga";"Alquiler, inmobiliarias y servicios a empresas";"2016";5
"Gizaburuaga";"Administración pública";"1996";1
"Gizaburuaga";"Administración pública";"2001";3
"Gizaburuaga";"Administración pública";"2006";4
"Gizaburuaga";"Administración pública";"2011";5
"Gizaburuaga";"Administración pública";"2016";4
"Gizaburuaga";"Educación";"1996";6
"Gizaburuaga";"Educación";"2001";7
"Gizaburuaga";"Educación";"2006";8
"Gizaburuaga";"Educación";"2011";14
"Gizaburuaga";"Educación";"2016";23
"Gizaburuaga";"Actividades sanitarias y veterinarias;servicios sociales";"1996";0
"Gizaburuaga";"Actividades sanitarias y veterinarias;servicios sociales";"2001";3
"Gizaburuaga";"Actividades sanitarias y veterinarias;servicios sociales";"2006";6
"Gizaburuaga";"Actividades sanitarias y veterinarias;servicios sociales";"2011";2
"Gizaburuaga";"Actividades sanitarias y veterinarias;servicios sociales";"2016";2
"Gizaburuaga";"Otras actividades sociales y servicios personales";"1996";1
"Gizaburuaga";"Otras actividades sociales y servicios personales";"2001";1
"Gizaburuaga";"Otras actividades sociales y servicios personales";"2006";0
"Gizaburuaga";"Otras actividades sociales y servicios personales";"2011";0
"Gizaburuaga";"Otras actividades sociales y servicios personales";"2016";1
"Gizaburuaga";"Hogares que emplean personal doméstico";"1996";1
"Gizaburuaga";"Hogares que emplean personal doméstico";"2001";1
"Gizaburuaga";"Hogares que emplean personal doméstico";"2006";0
"Gizaburuaga";"Hogares que emplean personal doméstico";"2011";1
"Gizaburuaga";"Hogares que emplean personal doméstico";"2016";1
"Gizaburuaga";"Organismos extraterritoriales";"1996";0
"Gizaburuaga";"Organismos extraterritoriales";"2001";0
"Gizaburuaga";"Organismos extraterritoriales";"2006";0
"Gizaburuaga";"Organismos extraterritoriales";"2011";0
"Gizaburuaga";"Organismos extraterritoriales";"2016";0
"Gordexola";"Total";"1996";433
"Gordexola";"Total";"2001";602
"Gordexola";"Total";"2006";734
"Gordexola";"Total";"2011";731
"Gordexola";"Total";"2016";735
"Gordexola";"Agricultura, ganadería, caza, silvicultura";"1996";33
"Gordexola";"Agricultura, ganadería, caza, silvicultura";"2001";33
"Gordexola";"Agricultura, ganadería, caza, silvicultura";"2006";13
"Gordexola";"Agricultura, ganadería, caza, silvicultura";"2011";19
"Gordexola";"Agricultura, ganadería, caza, silvicultura";"2016";23
"Gordexola";"Pesca, acuicultura";"1996";0
"Gordexola";"Pesca, acuicultura";"2001";0
"Gordexola";"Pesca, acuicultura";"2006";0
"Gordexola";"Pesca, acuicultura";"2011";1
"Gordexola";"Pesca, acuicultura";"2016";0
"Gordexola";"Industrias extractivas";"1996";0
"Gordexola";"Industrias extractivas";"2001";0
"Gordexola";"Industrias extractivas";"2006";0
"Gordexola";"Industrias extractivas";"2011";1
"Gordexola";"Industrias extractivas";"2016";0
"Gordexola";"Industria manufacturera";"1996";106
"Gordexola";"Industria manufacturera";"2001";125
"Gordexola";"Industria manufacturera";"2006";155
"Gordexola";"Industria manufacturera";"2011";100
"Gordexola";"Industria manufacturera";"2016";111
"Gordexola";"Producción y distribución de energía electrica, gas y agua";"1996";9
"Gordexola";"Producción y distribución de energía electrica, gas y agua";"2001";7
"Gordexola";"Producción y distribución de energía electrica, gas y agua";"2006";4
"Gordexola";"Producción y distribución de energía electrica, gas y agua";"2011";27
"Gordexola";"Producción y distribución de energía electrica, gas y agua";"2016";21
"Gordexola";"Construcción";"1996";19
"Gordexola";"Construcción";"2001";47
"Gordexola";"Construcción";"2006";55
"Gordexola";"Construcción";"2011";43
"Gordexola";"Construcción";"2016";35
"Gordexola";"Comercio y reparación";"1996";52
"Gordexola";"Comercio y reparación";"2001";73
"Gordexola";"Comercio y reparación";"2006";112
"Gordexola";"Comercio y reparación";"2011";107
"Gordexola";"Comercio y reparación";"2016";107
"Gordexola";"Hostelería";"1996";14
"Gordexola";"Hostelería";"2001";29
"Gordexola";"Hostelería";"2006";29
"Gordexola";"Hostelería";"2011";32
"Gordexola";"Hostelería";"2016";67
"Gordexola";"Transporte, almacenamiento y comunicaciones";"1996";43
"Gordexola";"Transporte, almacenamiento y comunicaciones";"2001";52
"Gordexola";"Transporte, almacenamiento y comunicaciones";"2006";57
"Gordexola";"Transporte, almacenamiento y comunicaciones";"2011";71
"Gordexola";"Transporte, almacenamiento y comunicaciones";"2016";37
"Gordexola";"Intermediación financiera";"1996";7
"Gordexola";"Intermediación financiera";"2001";17
"Gordexola";"Intermediación financiera";"2006";21
"Gordexola";"Intermediación financiera";"2011";25
"Gordexola";"Intermediación financiera";"2016";22
"Gordexola";"Alquiler, inmobiliarias y servicios a empresas";"1996";51
"Gordexola";"Alquiler, inmobiliarias y servicios a empresas";"2001";59
"Gordexola";"Alquiler, inmobiliarias y servicios a empresas";"2006";72
"Gordexola";"Alquiler, inmobiliarias y servicios a empresas";"2011";89
"Gordexola";"Alquiler, inmobiliarias y servicios a empresas";"2016";91
"Gordexola";"Administración pública";"1996";27
"Gordexola";"Administración pública";"2001";59
"Gordexola";"Administración pública";"2006";66
"Gordexola";"Administración pública";"2011";63
"Gordexola";"Administración pública";"2016";51
"Gordexola";"Educación";"1996";38
"Gordexola";"Educación";"2001";39
"Gordexola";"Educación";"2006";51
"Gordexola";"Educación";"2011";58
"Gordexola";"Educación";"2016";58
"Gordexola";"Actividades sanitarias y veterinarias;servicios sociales";"1996";17
"Gordexola";"Actividades sanitarias y veterinarias;servicios sociales";"2001";24
"Gordexola";"Actividades sanitarias y veterinarias;servicios sociales";"2006";51
"Gordexola";"Actividades sanitarias y veterinarias;servicios sociales";"2011";57
"Gordexola";"Actividades sanitarias y veterinarias;servicios sociales";"2016";68
"Gordexola";"Otras actividades sociales y servicios personales";"1996";13
"Gordexola";"Otras actividades sociales y servicios personales";"2001";30
"Gordexola";"Otras actividades sociales y servicios personales";"2006";43
"Gordexola";"Otras actividades sociales y servicios personales";"2011";32
"Gordexola";"Otras actividades sociales y servicios personales";"2016";30
"Gordexola";"Hogares que emplean personal doméstico";"1996";4
"Gordexola";"Hogares que emplean personal doméstico";"2001";8
"Gordexola";"Hogares que emplean personal doméstico";"2006";5
"Gordexola";"Hogares que emplean personal doméstico";"2011";6
"Gordexola";"Hogares que emplean personal doméstico";"2016";14
"Gordexola";"Organismos extraterritoriales";"1996";0
"Gordexola";"Organismos extraterritoriales";"2001";0
"Gordexola";"Organismos extraterritoriales";"2006";0
"Gordexola";"Organismos extraterritoriales";"2011";0
"Gordexola";"Organismos extraterritoriales";"2016";0
"Gorliz";"Total";"1996";1272
"Gorliz";"Total";"2001";1982
"Gorliz";"Total";"2006";2406
"Gorliz";"Total";"2011";2426
"Gorliz";"Total";"2016";2471
"Gorliz";"Agricultura, ganadería, caza, silvicultura";"1996";15
"Gorliz";"Agricultura, ganadería, caza, silvicultura";"2001";27
"Gorliz";"Agricultura, ganadería, caza, silvicultura";"2006";17
"Gorliz";"Agricultura, ganadería, caza, silvicultura";"2011";20
"Gorliz";"Agricultura, ganadería, caza, silvicultura";"2016";21
"Gorliz";"Pesca, acuicultura";"1996";9
"Gorliz";"Pesca, acuicultura";"2001";5
"Gorliz";"Pesca, acuicultura";"2006";5
"Gorliz";"Pesca, acuicultura";"2011";2
"Gorliz";"Pesca, acuicultura";"2016";4
"Gorliz";"Industrias extractivas";"1996";5
"Gorliz";"Industrias extractivas";"2001";1
"Gorliz";"Industrias extractivas";"2006";2
"Gorliz";"Industrias extractivas";"2011";1
"Gorliz";"Industrias extractivas";"2016";0
"Gorliz";"Industria manufacturera";"1996";231
"Gorliz";"Industria manufacturera";"2001";312
"Gorliz";"Industria manufacturera";"2006";371
"Gorliz";"Industria manufacturera";"2011";233
"Gorliz";"Industria manufacturera";"2016";241
"Gorliz";"Producción y distribución de energía electrica, gas y agua";"1996";33
"Gorliz";"Producción y distribución de energía electrica, gas y agua";"2001";33
"Gorliz";"Producción y distribución de energía electrica, gas y agua";"2006";23
"Gorliz";"Producción y distribución de energía electrica, gas y agua";"2011";36
"Gorliz";"Producción y distribución de energía electrica, gas y agua";"2016";29
"Gorliz";"Construcción";"1996";79
"Gorliz";"Construcción";"2001";175
"Gorliz";"Construcción";"2006";218
"Gorliz";"Construcción";"2011";157
"Gorliz";"Construcción";"2016";120
"Gorliz";"Comercio y reparación";"1996";163
"Gorliz";"Comercio y reparación";"2001";250
"Gorliz";"Comercio y reparación";"2006";351
"Gorliz";"Comercio y reparación";"2011";360
"Gorliz";"Comercio y reparación";"2016";371
"Gorliz";"Hostelería";"1996";90
"Gorliz";"Hostelería";"2001";116
"Gorliz";"Hostelería";"2006";150
"Gorliz";"Hostelería";"2011";182
"Gorliz";"Hostelería";"2016";173
"Gorliz";"Transporte, almacenamiento y comunicaciones";"1996";79
"Gorliz";"Transporte, almacenamiento y comunicaciones";"2001";100
"Gorliz";"Transporte, almacenamiento y comunicaciones";"2006";102
"Gorliz";"Transporte, almacenamiento y comunicaciones";"2011";181
"Gorliz";"Transporte, almacenamiento y comunicaciones";"2016";199
"Gorliz";"Intermediación financiera";"1996";55
"Gorliz";"Intermediación financiera";"2001";78
"Gorliz";"Intermediación financiera";"2006";87
"Gorliz";"Intermediación financiera";"2011";76
"Gorliz";"Intermediación financiera";"2016";63
"Gorliz";"Alquiler, inmobiliarias y servicios a empresas";"1996";82
"Gorliz";"Alquiler, inmobiliarias y servicios a empresas";"2001";186
"Gorliz";"Alquiler, inmobiliarias y servicios a empresas";"2006";321
"Gorliz";"Alquiler, inmobiliarias y servicios a empresas";"2011";327
"Gorliz";"Alquiler, inmobiliarias y servicios a empresas";"2016";346
"Gorliz";"Administración pública";"1996";143
"Gorliz";"Administración pública";"2001";187
"Gorliz";"Administración pública";"2006";173
"Gorliz";"Administración pública";"2011";202
"Gorliz";"Administración pública";"2016";200
"Gorliz";"Educación";"1996";94
"Gorliz";"Educación";"2001";170
"Gorliz";"Educación";"2006";200
"Gorliz";"Educación";"2011";245
"Gorliz";"Educación";"2016";282
"Gorliz";"Actividades sanitarias y veterinarias;servicios sociales";"1996";133
"Gorliz";"Actividades sanitarias y veterinarias;servicios sociales";"2001";230
"Gorliz";"Actividades sanitarias y veterinarias;servicios sociales";"2006";244
"Gorliz";"Actividades sanitarias y veterinarias;servicios sociales";"2011";259
"Gorliz";"Actividades sanitarias y veterinarias;servicios sociales";"2016";265
"Gorliz";"Otras actividades sociales y servicios personales";"1996";56
"Gorliz";"Otras actividades sociales y servicios personales";"2001";69
"Gorliz";"Otras actividades sociales y servicios personales";"2006";110
"Gorliz";"Otras actividades sociales y servicios personales";"2011";109
"Gorliz";"Otras actividades sociales y servicios personales";"2016";97
"Gorliz";"Hogares que emplean personal doméstico";"1996";5
"Gorliz";"Hogares que emplean personal doméstico";"2001";43
"Gorliz";"Hogares que emplean personal doméstico";"2006";32
"Gorliz";"Hogares que emplean personal doméstico";"2011";35
"Gorliz";"Hogares que emplean personal doméstico";"2016";60
"Gorliz";"Organismos extraterritoriales";"1996";0
"Gorliz";"Organismos extraterritoriales";"2001";0
"Gorliz";"Organismos extraterritoriales";"2006";0
"Gorliz";"Organismos extraterritoriales";"2011";1
"Gorliz";"Organismos extraterritoriales";"2016";0
"Güeñes";"Total";"1996";1647
"Güeñes";"Total";"2001";2011
"Güeñes";"Total";"2006";2766
"Güeñes";"Total";"2011";2646
"Güeñes";"Total";"2016";2722
"Güeñes";"Agricultura, ganadería, caza, silvicultura";"1996";67
"Güeñes";"Agricultura, ganadería, caza, silvicultura";"2001";50
"Güeñes";"Agricultura, ganadería, caza, silvicultura";"2006";36
"Güeñes";"Agricultura, ganadería, caza, silvicultura";"2011";42
"Güeñes";"Agricultura, ganadería, caza, silvicultura";"2016";38
"Güeñes";"Pesca, acuicultura";"1996";0
"Güeñes";"Pesca, acuicultura";"2001";1
"Güeñes";"Pesca, acuicultura";"2006";1
"Güeñes";"Pesca, acuicultura";"2011";1
"Güeñes";"Pesca, acuicultura";"2016";0
"Güeñes";"Industrias extractivas";"1996";11
"Güeñes";"Industrias extractivas";"2001";12
"Güeñes";"Industrias extractivas";"2006";11
"Güeñes";"Industrias extractivas";"2011";7
"Güeñes";"Industrias extractivas";"2016";10
"Güeñes";"Industria manufacturera";"1996";523
"Güeñes";"Industria manufacturera";"2001";513
"Güeñes";"Industria manufacturera";"2006";578
"Güeñes";"Industria manufacturera";"2011";420
"Güeñes";"Industria manufacturera";"2016";388
"Güeñes";"Producción y distribución de energía electrica, gas y agua";"1996";22
"Güeñes";"Producción y distribución de energía electrica, gas y agua";"2001";35
"Güeñes";"Producción y distribución de energía electrica, gas y agua";"2006";14
"Güeñes";"Producción y distribución de energía electrica, gas y agua";"2011";35
"Güeñes";"Producción y distribución de energía electrica, gas y agua";"2016";42
"Güeñes";"Construcción";"1996";115
"Güeñes";"Construcción";"2001";207
"Güeñes";"Construcción";"2006";324
"Güeñes";"Construcción";"2011";242
"Güeñes";"Construcción";"2016";195
"Güeñes";"Comercio y reparación";"1996";221
"Güeñes";"Comercio y reparación";"2001";315
"Güeñes";"Comercio y reparación";"2006";474
"Güeñes";"Comercio y reparación";"2011";453
"Güeñes";"Comercio y reparación";"2016";463
"Güeñes";"Hostelería";"1996";60
"Güeñes";"Hostelería";"2001";89
"Güeñes";"Hostelería";"2006";125
"Güeñes";"Hostelería";"2011";146
"Güeñes";"Hostelería";"2016";244
"Güeñes";"Transporte, almacenamiento y comunicaciones";"1996";147
"Güeñes";"Transporte, almacenamiento y comunicaciones";"2001";191
"Güeñes";"Transporte, almacenamiento y comunicaciones";"2006";220
"Güeñes";"Transporte, almacenamiento y comunicaciones";"2011";258
"Güeñes";"Transporte, almacenamiento y comunicaciones";"2016";154
"Güeñes";"Intermediación financiera";"1996";51
"Güeñes";"Intermediación financiera";"2001";55
"Güeñes";"Intermediación financiera";"2006";71
"Güeñes";"Intermediación financiera";"2011";60
"Güeñes";"Intermediación financiera";"2016";56
"Güeñes";"Alquiler, inmobiliarias y servicios a empresas";"1996";90
"Güeñes";"Alquiler, inmobiliarias y servicios a empresas";"2001";151
"Güeñes";"Alquiler, inmobiliarias y servicios a empresas";"2006";370
"Güeñes";"Alquiler, inmobiliarias y servicios a empresas";"2011";376
"Güeñes";"Alquiler, inmobiliarias y servicios a empresas";"2016";401
"Güeñes";"Administración pública";"1996";156
"Güeñes";"Administración pública";"2001";123
"Güeñes";"Administración pública";"2006";142
"Güeñes";"Administración pública";"2011";148
"Güeñes";"Administración pública";"2016";155
"Güeñes";"Educación";"1996";68
"Güeñes";"Educación";"2001";99
"Güeñes";"Educación";"2006";112
"Güeñes";"Educación";"2011";167
"Güeñes";"Educación";"2016";153
"Güeñes";"Actividades sanitarias y veterinarias;servicios sociales";"1996";53
"Güeñes";"Actividades sanitarias y veterinarias;servicios sociales";"2001";76
"Güeñes";"Actividades sanitarias y veterinarias;servicios sociales";"2006";147
"Güeñes";"Actividades sanitarias y veterinarias;servicios sociales";"2011";173
"Güeñes";"Actividades sanitarias y veterinarias;servicios sociales";"2016";218
"Güeñes";"Otras actividades sociales y servicios personales";"1996";44
"Güeñes";"Otras actividades sociales y servicios personales";"2001";54
"Güeñes";"Otras actividades sociales y servicios personales";"2006";108
"Güeñes";"Otras actividades sociales y servicios personales";"2011";93
"Güeñes";"Otras actividades sociales y servicios personales";"2016";137
"Güeñes";"Hogares que emplean personal doméstico";"1996";19
"Güeñes";"Hogares que emplean personal doméstico";"2001";40
"Güeñes";"Hogares que emplean personal doméstico";"2006";33
"Güeñes";"Hogares que emplean personal doméstico";"2011";25
"Güeñes";"Hogares que emplean personal doméstico";"2016";68
"Güeñes";"Organismos extraterritoriales";"1996";0
"Güeñes";"Organismos extraterritoriales";"2001";0
"Güeñes";"Organismos extraterritoriales";"2006";0
"Güeñes";"Organismos extraterritoriales";"2011";0
"Güeñes";"Organismos extraterritoriales";"2016";0
"Harana/Valle de Arana";"Total";"1996";157
"Harana/Valle de Arana";"Total";"2001";136
"Harana/Valle de Arana";"Total";"2006";127
"Harana/Valle de Arana";"Total";"2011";108
"Harana/Valle de Arana";"Total";"2016";94
"Harana/Valle de Arana";"Agricultura, ganadería, caza, silvicultura";"1996";79
"Harana/Valle de Arana";"Agricultura, ganadería, caza, silvicultura";"2001";56
"Harana/Valle de Arana";"Agricultura, ganadería, caza, silvicultura";"2006";32
"Harana/Valle de Arana";"Agricultura, ganadería, caza, silvicultura";"2011";21
"Harana/Valle de Arana";"Agricultura, ganadería, caza, silvicultura";"2016";23
"Harana/Valle de Arana";"Pesca, acuicultura";"1996";0
"Harana/Valle de Arana";"Pesca, acuicultura";"2001";0
"Harana/Valle de Arana";"Pesca, acuicultura";"2006";0
"Harana/Valle de Arana";"Pesca, acuicultura";"2011";0
"Harana/Valle de Arana";"Pesca, acuicultura";"2016";0
"Harana/Valle de Arana";"Industrias extractivas";"1996";1
"Harana/Valle de Arana";"Industrias extractivas";"2001";0
"Harana/Valle de Arana";"Industrias extractivas";"2006";0
"Harana/Valle de Arana";"Industrias extractivas";"2011";0
"Harana/Valle de Arana";"Industrias extractivas";"2016";0
"Harana/Valle de Arana";"Industria manufacturera";"1996";38
"Harana/Valle de Arana";"Industria manufacturera";"2001";35
"Harana/Valle de Arana";"Industria manufacturera";"2006";20
"Harana/Valle de Arana";"Industria manufacturera";"2011";16
"Harana/Valle de Arana";"Industria manufacturera";"2016";11
"Harana/Valle de Arana";"Producción y distribución de energía electrica, gas y agua";"1996";1
"Harana/Valle de Arana";"Producción y distribución de energía electrica, gas y agua";"2001";0
"Harana/Valle de Arana";"Producción y distribución de energía electrica, gas y agua";"2006";0
"Harana/Valle de Arana";"Producción y distribución de energía electrica, gas y agua";"2011";1
"Harana/Valle de Arana";"Producción y distribución de energía electrica, gas y agua";"2016";1
"Harana/Valle de Arana";"Construcción";"1996";11
"Harana/Valle de Arana";"Construcción";"2001";12
"Harana/Valle de Arana";"Construcción";"2006";19
"Harana/Valle de Arana";"Construcción";"2011";15
"Harana/Valle de Arana";"Construcción";"2016";8
"Harana/Valle de Arana";"Comercio y reparación";"1996";6
"Harana/Valle de Arana";"Comercio y reparación";"2001";6
"Harana/Valle de Arana";"Comercio y reparación";"2006";12
"Harana/Valle de Arana";"Comercio y reparación";"2011";7
"Harana/Valle de Arana";"Comercio y reparación";"2016";8
"Harana/Valle de Arana";"Hostelería";"1996";1
"Harana/Valle de Arana";"Hostelería";"2001";4
"Harana/Valle de Arana";"Hostelería";"2006";7
"Harana/Valle de Arana";"Hostelería";"2011";11
"Harana/Valle de Arana";"Hostelería";"2016";5
"Harana/Valle de Arana";"Transporte, almacenamiento y comunicaciones";"1996";6
"Harana/Valle de Arana";"Transporte, almacenamiento y comunicaciones";"2001";6
"Harana/Valle de Arana";"Transporte, almacenamiento y comunicaciones";"2006";9
"Harana/Valle de Arana";"Transporte, almacenamiento y comunicaciones";"2011";10
"Harana/Valle de Arana";"Transporte, almacenamiento y comunicaciones";"2016";10
"Harana/Valle de Arana";"Intermediación financiera";"1996";0
"Harana/Valle de Arana";"Intermediación financiera";"2001";1
"Harana/Valle de Arana";"Intermediación financiera";"2006";1
"Harana/Valle de Arana";"Intermediación financiera";"2011";0
"Harana/Valle de Arana";"Intermediación financiera";"2016";0
"Harana/Valle de Arana";"Alquiler, inmobiliarias y servicios a empresas";"1996";3
"Harana/Valle de Arana";"Alquiler, inmobiliarias y servicios a empresas";"2001";3
"Harana/Valle de Arana";"Alquiler, inmobiliarias y servicios a empresas";"2006";11
"Harana/Valle de Arana";"Alquiler, inmobiliarias y servicios a empresas";"2011";11
"Harana/Valle de Arana";"Alquiler, inmobiliarias y servicios a empresas";"2016";10
"Harana/Valle de Arana";"Administración pública";"1996";6
"Harana/Valle de Arana";"Administración pública";"2001";8
"Harana/Valle de Arana";"Administración pública";"2006";7
"Harana/Valle de Arana";"Administración pública";"2011";4
"Harana/Valle de Arana";"Administración pública";"2016";3
"Harana/Valle de Arana";"Educación";"1996";2
"Harana/Valle de Arana";"Educación";"2001";2
"Harana/Valle de Arana";"Educación";"2006";1
"Harana/Valle de Arana";"Educación";"2011";2
"Harana/Valle de Arana";"Educación";"2016";5
"Harana/Valle de Arana";"Actividades sanitarias y veterinarias;servicios sociales";"1996";3
"Harana/Valle de Arana";"Actividades sanitarias y veterinarias;servicios sociales";"2001";2
"Harana/Valle de Arana";"Actividades sanitarias y veterinarias;servicios sociales";"2006";6
"Harana/Valle de Arana";"Actividades sanitarias y veterinarias;servicios sociales";"2011";8
"Harana/Valle de Arana";"Actividades sanitarias y veterinarias;servicios sociales";"2016";6
"Harana/Valle de Arana";"Otras actividades sociales y servicios personales";"1996";0
"Harana/Valle de Arana";"Otras actividades sociales y servicios personales";"2001";1
"Harana/Valle de Arana";"Otras actividades sociales y servicios personales";"2006";2
"Harana/Valle de Arana";"Otras actividades sociales y servicios personales";"2011";0
"Harana/Valle de Arana";"Otras actividades sociales y servicios personales";"2016";2
"Harana/Valle de Arana";"Hogares que emplean personal doméstico";"1996";0
"Harana/Valle de Arana";"Hogares que emplean personal doméstico";"2001";0
"Harana/Valle de Arana";"Hogares que emplean personal doméstico";"2006";0
"Harana/Valle de Arana";"Hogares que emplean personal doméstico";"2011";2
"Harana/Valle de Arana";"Hogares que emplean personal doméstico";"2016";2
"Harana/Valle de Arana";"Organismos extraterritoriales";"1996";0
"Harana/Valle de Arana";"Organismos extraterritoriales";"2001";0
"Harana/Valle de Arana";"Organismos extraterritoriales";"2006";0
"Harana/Valle de Arana";"Organismos extraterritoriales";"2011";0
"Harana/Valle de Arana";"Organismos extraterritoriales";"2016";0
"Hernani";"Total";"1996";6166
"Hernani";"Total";"2001";8062
"Hernani";"Total";"2006";8628
"Hernani";"Total";"2011";8279
"Hernani";"Total";"2016";8860
"Hernani";"Agricultura, ganadería, caza, silvicultura";"1996";61
"Hernani";"Agricultura, ganadería, caza, silvicultura";"2001";78
"Hernani";"Agricultura, ganadería, caza, silvicultura";"2006";51
"Hernani";"Agricultura, ganadería, caza, silvicultura";"2011";38
"Hernani";"Agricultura, ganadería, caza, silvicultura";"2016";55
"Hernani";"Pesca, acuicultura";"1996";10
"Hernani";"Pesca, acuicultura";"2001";13
"Hernani";"Pesca, acuicultura";"2006";6
"Hernani";"Pesca, acuicultura";"2011";3
"Hernani";"Pesca, acuicultura";"2016";3
"Hernani";"Industrias extractivas";"1996";7
"Hernani";"Industrias extractivas";"2001";6
"Hernani";"Industrias extractivas";"2006";4
"Hernani";"Industrias extractivas";"2011";6
"Hernani";"Industrias extractivas";"2016";1
"Hernani";"Industria manufacturera";"1996";2049
"Hernani";"Industria manufacturera";"2001";2084
"Hernani";"Industria manufacturera";"2006";2042
"Hernani";"Industria manufacturera";"2011";1533
"Hernani";"Industria manufacturera";"2016";1615
"Hernani";"Producción y distribución de energía electrica, gas y agua";"1996";99
"Hernani";"Producción y distribución de energía electrica, gas y agua";"2001";32
"Hernani";"Producción y distribución de energía electrica, gas y agua";"2006";33
"Hernani";"Producción y distribución de energía electrica, gas y agua";"2011";83
"Hernani";"Producción y distribución de energía electrica, gas y agua";"2016";99
"Hernani";"Construcción";"1996";461
"Hernani";"Construcción";"2001";844
"Hernani";"Construcción";"2006";889
"Hernani";"Construcción";"2011";729
"Hernani";"Construcción";"2016";617
"Hernani";"Comercio y reparación";"1996";823
"Hernani";"Comercio y reparación";"2001";1211
"Hernani";"Comercio y reparación";"2006";1333
"Hernani";"Comercio y reparación";"2011";1316
"Hernani";"Comercio y reparación";"2016";1223
"Hernani";"Hostelería";"1996";371
"Hernani";"Hostelería";"2001";516
"Hernani";"Hostelería";"2006";628
"Hernani";"Hostelería";"2011";683
"Hernani";"Hostelería";"2016";588
"Hernani";"Transporte, almacenamiento y comunicaciones";"1996";383
"Hernani";"Transporte, almacenamiento y comunicaciones";"2001";491
"Hernani";"Transporte, almacenamiento y comunicaciones";"2006";430
"Hernani";"Transporte, almacenamiento y comunicaciones";"2011";532
"Hernani";"Transporte, almacenamiento y comunicaciones";"2016";812
"Hernani";"Intermediación financiera";"1996";116
"Hernani";"Intermediación financiera";"2001";143
"Hernani";"Intermediación financiera";"2006";143
"Hernani";"Intermediación financiera";"2011";132
"Hernani";"Intermediación financiera";"2016";105
"Hernani";"Alquiler, inmobiliarias y servicios a empresas";"1996";401
"Hernani";"Alquiler, inmobiliarias y servicios a empresas";"2001";503
"Hernani";"Alquiler, inmobiliarias y servicios a empresas";"2006";908
"Hernani";"Alquiler, inmobiliarias y servicios a empresas";"2011";897
"Hernani";"Alquiler, inmobiliarias y servicios a empresas";"2016";952
"Hernani";"Administración pública";"1996";301
"Hernani";"Administración pública";"2001";369
"Hernani";"Administración pública";"2006";359
"Hernani";"Administración pública";"2011";390
"Hernani";"Administración pública";"2016";441
"Hernani";"Educación";"1996";460
"Hernani";"Educación";"2001";572
"Hernani";"Educación";"2006";583
"Hernani";"Educación";"2011";651
"Hernani";"Educación";"2016";790
"Hernani";"Actividades sanitarias y veterinarias;servicios sociales";"1996";331
"Hernani";"Actividades sanitarias y veterinarias;servicios sociales";"2001";554
