"Población de 16 y más años ocupada de la C.A. de Euskadi por ámbitos territoriales, rama de actividad y periodo"

"ámbitos territoriales";"rama de actividad";"periodo";Población de 16 y más años ocupada de la C.A. de Euskadi
"Maruri-Jatabe";"Administración pública";"1996";16
"Maruri-Jatabe";"Administración pública";"2001";30
"Maruri-Jatabe";"Administración pública";"2006";37
"Maruri-Jatabe";"Administración pública";"2011";50
"Maruri-Jatabe";"Administración pública";"2016";48
"Maruri-Jatabe";"Educación";"1996";29
"Maruri-Jatabe";"Educación";"2001";45
"Maruri-Jatabe";"Educación";"2006";54
"Maruri-Jatabe";"Educación";"2011";61
"Maruri-Jatabe";"Educación";"2016";57
"Maruri-Jatabe";"Actividades sanitarias y veterinarias;servicios sociales";"1996";13
"Maruri-Jatabe";"Actividades sanitarias y veterinarias;servicios sociales";"2001";26
"Maruri-Jatabe";"Actividades sanitarias y veterinarias;servicios sociales";"2006";33
"Maruri-Jatabe";"Actividades sanitarias y veterinarias;servicios sociales";"2011";30
"Maruri-Jatabe";"Actividades sanitarias y veterinarias;servicios sociales";"2016";36
"Maruri-Jatabe";"Otras actividades sociales y servicios personales";"1996";9
"Maruri-Jatabe";"Otras actividades sociales y servicios personales";"2001";9
"Maruri-Jatabe";"Otras actividades sociales y servicios personales";"2006";15
"Maruri-Jatabe";"Otras actividades sociales y servicios personales";"2011";11
"Maruri-Jatabe";"Otras actividades sociales y servicios personales";"2016";22
"Maruri-Jatabe";"Hogares que emplean personal doméstico";"1996";0
"Maruri-Jatabe";"Hogares que emplean personal doméstico";"2001";3
"Maruri-Jatabe";"Hogares que emplean personal doméstico";"2006";4
"Maruri-Jatabe";"Hogares que emplean personal doméstico";"2011";3
"Maruri-Jatabe";"Hogares que emplean personal doméstico";"2016";3
"Maruri-Jatabe";"Organismos extraterritoriales";"1996";0
"Maruri-Jatabe";"Organismos extraterritoriales";"2001";0
"Maruri-Jatabe";"Organismos extraterritoriales";"2006";0
"Maruri-Jatabe";"Organismos extraterritoriales";"2011";0
"Maruri-Jatabe";"Organismos extraterritoriales";"2016";0
"Mendaro";"Total";"1996";447
"Mendaro";"Total";"2001";642
"Mendaro";"Total";"2006";804
"Mendaro";"Total";"2011";868
"Mendaro";"Total";"2016";866
"Mendaro";"Agricultura, ganadería, caza, silvicultura";"1996";15
"Mendaro";"Agricultura, ganadería, caza, silvicultura";"2001";15
"Mendaro";"Agricultura, ganadería, caza, silvicultura";"2006";6
"Mendaro";"Agricultura, ganadería, caza, silvicultura";"2011";6
"Mendaro";"Agricultura, ganadería, caza, silvicultura";"2016";9
"Mendaro";"Pesca, acuicultura";"1996";1
"Mendaro";"Pesca, acuicultura";"2001";0
"Mendaro";"Pesca, acuicultura";"2006";0
"Mendaro";"Pesca, acuicultura";"2011";5
"Mendaro";"Pesca, acuicultura";"2016";3
"Mendaro";"Industrias extractivas";"1996";2
"Mendaro";"Industrias extractivas";"2001";2
"Mendaro";"Industrias extractivas";"2006";1
"Mendaro";"Industrias extractivas";"2011";2
"Mendaro";"Industrias extractivas";"2016";3
"Mendaro";"Industria manufacturera";"1996";227
"Mendaro";"Industria manufacturera";"2001";323
"Mendaro";"Industria manufacturera";"2006";344
"Mendaro";"Industria manufacturera";"2011";350
"Mendaro";"Industria manufacturera";"2016";332
"Mendaro";"Producción y distribución de energía electrica, gas y agua";"1996";6
"Mendaro";"Producción y distribución de energía electrica, gas y agua";"2001";4
"Mendaro";"Producción y distribución de energía electrica, gas y agua";"2006";1
"Mendaro";"Producción y distribución de energía electrica, gas y agua";"2011";7
"Mendaro";"Producción y distribución de energía electrica, gas y agua";"2016";10
"Mendaro";"Construcción";"1996";21
"Mendaro";"Construcción";"2001";46
"Mendaro";"Construcción";"2006";53
"Mendaro";"Construcción";"2011";41
"Mendaro";"Construcción";"2016";34
"Mendaro";"Comercio y reparación";"1996";33
"Mendaro";"Comercio y reparación";"2001";57
"Mendaro";"Comercio y reparación";"2006";91
"Mendaro";"Comercio y reparación";"2011";98
"Mendaro";"Comercio y reparación";"2016";95
"Mendaro";"Hostelería";"1996";26
"Mendaro";"Hostelería";"2001";31
"Mendaro";"Hostelería";"2006";44
"Mendaro";"Hostelería";"2011";55
"Mendaro";"Hostelería";"2016";46
"Mendaro";"Transporte, almacenamiento y comunicaciones";"1996";21
"Mendaro";"Transporte, almacenamiento y comunicaciones";"2001";24
"Mendaro";"Transporte, almacenamiento y comunicaciones";"2006";41
"Mendaro";"Transporte, almacenamiento y comunicaciones";"2011";50
"Mendaro";"Transporte, almacenamiento y comunicaciones";"2016";55
"Mendaro";"Intermediación financiera";"1996";12
"Mendaro";"Intermediación financiera";"2001";12
"Mendaro";"Intermediación financiera";"2006";11
"Mendaro";"Intermediación financiera";"2011";24
"Mendaro";"Intermediación financiera";"2016";20
"Mendaro";"Alquiler, inmobiliarias y servicios a empresas";"1996";20
"Mendaro";"Alquiler, inmobiliarias y servicios a empresas";"2001";24
"Mendaro";"Alquiler, inmobiliarias y servicios a empresas";"2006";71
"Mendaro";"Alquiler, inmobiliarias y servicios a empresas";"2011";66
"Mendaro";"Alquiler, inmobiliarias y servicios a empresas";"2016";62
"Mendaro";"Administración pública";"1996";11
"Mendaro";"Administración pública";"2001";24
"Mendaro";"Administración pública";"2006";40
"Mendaro";"Administración pública";"2011";36
"Mendaro";"Administración pública";"2016";42
"Mendaro";"Educación";"1996";23
"Mendaro";"Educación";"2001";33
"Mendaro";"Educación";"2006";35
"Mendaro";"Educación";"2011";59
"Mendaro";"Educación";"2016";64
"Mendaro";"Actividades sanitarias y veterinarias;servicios sociales";"1996";18
"Mendaro";"Actividades sanitarias y veterinarias;servicios sociales";"2001";32
"Mendaro";"Actividades sanitarias y veterinarias;servicios sociales";"2006";36
"Mendaro";"Actividades sanitarias y veterinarias;servicios sociales";"2011";41
"Mendaro";"Actividades sanitarias y veterinarias;servicios sociales";"2016";49
"Mendaro";"Otras actividades sociales y servicios personales";"1996";8
"Mendaro";"Otras actividades sociales y servicios personales";"2001";12
"Mendaro";"Otras actividades sociales y servicios personales";"2006";22
"Mendaro";"Otras actividades sociales y servicios personales";"2011";23
"Mendaro";"Otras actividades sociales y servicios personales";"2016";19
"Mendaro";"Hogares que emplean personal doméstico";"1996";3
"Mendaro";"Hogares que emplean personal doméstico";"2001";3
"Mendaro";"Hogares que emplean personal doméstico";"2006";8
"Mendaro";"Hogares que emplean personal doméstico";"2011";5
"Mendaro";"Hogares que emplean personal doméstico";"2016";23
"Mendaro";"Organismos extraterritoriales";"1996";0
"Mendaro";"Organismos extraterritoriales";"2001";0
"Mendaro";"Organismos extraterritoriales";"2006";0
"Mendaro";"Organismos extraterritoriales";"2011";0
"Mendaro";"Organismos extraterritoriales";"2016";0
"Mendata";"Total";"1996";124
"Mendata";"Total";"2001";154
"Mendata";"Total";"2006";169
"Mendata";"Total";"2011";171
"Mendata";"Total";"2016";176
"Mendata";"Agricultura, ganadería, caza, silvicultura";"1996";24
"Mendata";"Agricultura, ganadería, caza, silvicultura";"2001";23
"Mendata";"Agricultura, ganadería, caza, silvicultura";"2006";6
"Mendata";"Agricultura, ganadería, caza, silvicultura";"2011";9
"Mendata";"Agricultura, ganadería, caza, silvicultura";"2016";6
"Mendata";"Pesca, acuicultura";"1996";0
"Mendata";"Pesca, acuicultura";"2001";0
"Mendata";"Pesca, acuicultura";"2006";0
"Mendata";"Pesca, acuicultura";"2011";0
"Mendata";"Pesca, acuicultura";"2016";0
"Mendata";"Industrias extractivas";"1996";0
"Mendata";"Industrias extractivas";"2001";0
"Mendata";"Industrias extractivas";"2006";0
"Mendata";"Industrias extractivas";"2011";0
"Mendata";"Industrias extractivas";"2016";0
"Mendata";"Industria manufacturera";"1996";36
"Mendata";"Industria manufacturera";"2001";42
"Mendata";"Industria manufacturera";"2006";36
"Mendata";"Industria manufacturera";"2011";32
"Mendata";"Industria manufacturera";"2016";34
"Mendata";"Producción y distribución de energía electrica, gas y agua";"1996";4
"Mendata";"Producción y distribución de energía electrica, gas y agua";"2001";4
"Mendata";"Producción y distribución de energía electrica, gas y agua";"2006";3
"Mendata";"Producción y distribución de energía electrica, gas y agua";"2011";3
"Mendata";"Producción y distribución de energía electrica, gas y agua";"2016";4
"Mendata";"Construcción";"1996";9
"Mendata";"Construcción";"2001";8
"Mendata";"Construcción";"2006";14
"Mendata";"Construcción";"2011";17
"Mendata";"Construcción";"2016";18
"Mendata";"Comercio y reparación";"1996";9
"Mendata";"Comercio y reparación";"2001";13
"Mendata";"Comercio y reparación";"2006";23
"Mendata";"Comercio y reparación";"2011";18
"Mendata";"Comercio y reparación";"2016";14
"Mendata";"Hostelería";"1996";5
"Mendata";"Hostelería";"2001";10
"Mendata";"Hostelería";"2006";10
"Mendata";"Hostelería";"2011";10
"Mendata";"Hostelería";"2016";6
"Mendata";"Transporte, almacenamiento y comunicaciones";"1996";9
"Mendata";"Transporte, almacenamiento y comunicaciones";"2001";12
"Mendata";"Transporte, almacenamiento y comunicaciones";"2006";12
"Mendata";"Transporte, almacenamiento y comunicaciones";"2011";7
"Mendata";"Transporte, almacenamiento y comunicaciones";"2016";14
"Mendata";"Intermediación financiera";"1996";1
"Mendata";"Intermediación financiera";"2001";1
"Mendata";"Intermediación financiera";"2006";1
"Mendata";"Intermediación financiera";"2011";1
"Mendata";"Intermediación financiera";"2016";0
"Mendata";"Alquiler, inmobiliarias y servicios a empresas";"1996";5
"Mendata";"Alquiler, inmobiliarias y servicios a empresas";"2001";4
"Mendata";"Alquiler, inmobiliarias y servicios a empresas";"2006";13
"Mendata";"Alquiler, inmobiliarias y servicios a empresas";"2011";16
"Mendata";"Alquiler, inmobiliarias y servicios a empresas";"2016";16
"Mendata";"Administración pública";"1996";5
"Mendata";"Administración pública";"2001";7
"Mendata";"Administración pública";"2006";11
"Mendata";"Administración pública";"2011";11
"Mendata";"Administración pública";"2016";10
"Mendata";"Educación";"1996";9
"Mendata";"Educación";"2001";15
"Mendata";"Educación";"2006";17
"Mendata";"Educación";"2011";28
"Mendata";"Educación";"2016";30
"Mendata";"Actividades sanitarias y veterinarias;servicios sociales";"1996";5
"Mendata";"Actividades sanitarias y veterinarias;servicios sociales";"2001";9
"Mendata";"Actividades sanitarias y veterinarias;servicios sociales";"2006";11
"Mendata";"Actividades sanitarias y veterinarias;servicios sociales";"2011";12
"Mendata";"Actividades sanitarias y veterinarias;servicios sociales";"2016";16
"Mendata";"Otras actividades sociales y servicios personales";"1996";3
"Mendata";"Otras actividades sociales y servicios personales";"2001";4
"Mendata";"Otras actividades sociales y servicios personales";"2006";6
"Mendata";"Otras actividades sociales y servicios personales";"2011";7
"Mendata";"Otras actividades sociales y servicios personales";"2016";4
"Mendata";"Hogares que emplean personal doméstico";"1996";0
"Mendata";"Hogares que emplean personal doméstico";"2001";2
"Mendata";"Hogares que emplean personal doméstico";"2006";6
"Mendata";"Hogares que emplean personal doméstico";"2011";0
"Mendata";"Hogares que emplean personal doméstico";"2016";4
"Mendata";"Organismos extraterritoriales";"1996";0
"Mendata";"Organismos extraterritoriales";"2001";0
"Mendata";"Organismos extraterritoriales";"2006";0
"Mendata";"Organismos extraterritoriales";"2011";0
"Mendata";"Organismos extraterritoriales";"2016";0
"Mendexa";"Total";"1996";105
"Mendexa";"Total";"2001";145
"Mendexa";"Total";"2006";189
"Mendexa";"Total";"2011";183
"Mendexa";"Total";"2016";218
"Mendexa";"Agricultura, ganadería, caza, silvicultura";"1996";10
"Mendexa";"Agricultura, ganadería, caza, silvicultura";"2001";14
"Mendexa";"Agricultura, ganadería, caza, silvicultura";"2006";4
"Mendexa";"Agricultura, ganadería, caza, silvicultura";"2011";8
"Mendexa";"Agricultura, ganadería, caza, silvicultura";"2016";9
"Mendexa";"Pesca, acuicultura";"1996";3
"Mendexa";"Pesca, acuicultura";"2001";3
"Mendexa";"Pesca, acuicultura";"2006";5
"Mendexa";"Pesca, acuicultura";"2011";6
"Mendexa";"Pesca, acuicultura";"2016";2
"Mendexa";"Industrias extractivas";"1996";0
"Mendexa";"Industrias extractivas";"2001";0
"Mendexa";"Industrias extractivas";"2006";0
"Mendexa";"Industrias extractivas";"2011";0
"Mendexa";"Industrias extractivas";"2016";0
"Mendexa";"Industria manufacturera";"1996";35
"Mendexa";"Industria manufacturera";"2001";36
"Mendexa";"Industria manufacturera";"2006";41
"Mendexa";"Industria manufacturera";"2011";29
"Mendexa";"Industria manufacturera";"2016";41
"Mendexa";"Producción y distribución de energía electrica, gas y agua";"1996";2
"Mendexa";"Producción y distribución de energía electrica, gas y agua";"2001";0
"Mendexa";"Producción y distribución de energía electrica, gas y agua";"2006";0
"Mendexa";"Producción y distribución de energía electrica, gas y agua";"2011";3
"Mendexa";"Producción y distribución de energía electrica, gas y agua";"2016";2
"Mendexa";"Construcción";"1996";8
"Mendexa";"Construcción";"2001";18
"Mendexa";"Construcción";"2006";23
"Mendexa";"Construcción";"2011";20
"Mendexa";"Construcción";"2016";22
"Mendexa";"Comercio y reparación";"1996";9
"Mendexa";"Comercio y reparación";"2001";15
"Mendexa";"Comercio y reparación";"2006";24
"Mendexa";"Comercio y reparación";"2011";18
"Mendexa";"Comercio y reparación";"2016";20
"Mendexa";"Hostelería";"1996";5
"Mendexa";"Hostelería";"2001";7
"Mendexa";"Hostelería";"2006";11
"Mendexa";"Hostelería";"2011";16
"Mendexa";"Hostelería";"2016";14
"Mendexa";"Transporte, almacenamiento y comunicaciones";"1996";5
"Mendexa";"Transporte, almacenamiento y comunicaciones";"2001";6
"Mendexa";"Transporte, almacenamiento y comunicaciones";"2006";13
"Mendexa";"Transporte, almacenamiento y comunicaciones";"2011";11
"Mendexa";"Transporte, almacenamiento y comunicaciones";"2016";23
"Mendexa";"Intermediación financiera";"1996";2
"Mendexa";"Intermediación financiera";"2001";1
"Mendexa";"Intermediación financiera";"2006";2
"Mendexa";"Intermediación financiera";"2011";2
"Mendexa";"Intermediación financiera";"2016";0
"Mendexa";"Alquiler, inmobiliarias y servicios a empresas";"1996";6
"Mendexa";"Alquiler, inmobiliarias y servicios a empresas";"2001";7
"Mendexa";"Alquiler, inmobiliarias y servicios a empresas";"2006";14
"Mendexa";"Alquiler, inmobiliarias y servicios a empresas";"2011";13
"Mendexa";"Alquiler, inmobiliarias y servicios a empresas";"2016";13
"Mendexa";"Administración pública";"1996";4
"Mendexa";"Administración pública";"2001";8
"Mendexa";"Administración pública";"2006";10
"Mendexa";"Administración pública";"2011";12
"Mendexa";"Administración pública";"2016";16
"Mendexa";"Educación";"1996";8
"Mendexa";"Educación";"2001";11
"Mendexa";"Educación";"2006";23
"Mendexa";"Educación";"2011";27
"Mendexa";"Educación";"2016";30
"Mendexa";"Actividades sanitarias y veterinarias;servicios sociales";"1996";4
"Mendexa";"Actividades sanitarias y veterinarias;servicios sociales";"2001";12
"Mendexa";"Actividades sanitarias y veterinarias;servicios sociales";"2006";10
"Mendexa";"Actividades sanitarias y veterinarias;servicios sociales";"2011";5
"Mendexa";"Actividades sanitarias y veterinarias;servicios sociales";"2016";14
"Mendexa";"Otras actividades sociales y servicios personales";"1996";4
"Mendexa";"Otras actividades sociales y servicios personales";"2001";4
"Mendexa";"Otras actividades sociales y servicios personales";"2006";6
"Mendexa";"Otras actividades sociales y servicios personales";"2011";7
"Mendexa";"Otras actividades sociales y servicios personales";"2016";7
"Mendexa";"Hogares que emplean personal doméstico";"1996";0
"Mendexa";"Hogares que emplean personal doméstico";"2001";3
"Mendexa";"Hogares que emplean personal doméstico";"2006";3
"Mendexa";"Hogares que emplean personal doméstico";"2011";6
"Mendexa";"Hogares que emplean personal doméstico";"2016";5
"Mendexa";"Organismos extraterritoriales";"1996";0
"Mendexa";"Organismos extraterritoriales";"2001";0
"Mendexa";"Organismos extraterritoriales";"2006";0
"Mendexa";"Organismos extraterritoriales";"2011";0
"Mendexa";"Organismos extraterritoriales";"2016";0
"Meñaka";"Total";"1996";194
"Meñaka";"Total";"2001";238
"Meñaka";"Total";"2006";336
"Meñaka";"Total";"2011";312
