"Población de la C.A. de Euskadi por ámbitos territoriales, grupos de países por nacionalidad y periodo"

"ámbitos territoriales";"grupos de países por nacionalidad";"periodo";Población de la C.A. de Euskadi
"Markina-Xemein";"Paises del Magreb";"2001";12
"Markina-Xemein";"Paises del Magreb";"2002";17
"Markina-Xemein";"Paises del Magreb";"2003";19
"Markina-Xemein";"Paises del Magreb";"2004";24
"Markina-Xemein";"Paises del Magreb";"2005";20
"Markina-Xemein";"Paises del Magreb";"2006";36
"Markina-Xemein";"Paises del Magreb";"2007";51
"Markina-Xemein";"Paises del Magreb";"2008";67
"Markina-Xemein";"Paises del Magreb";"2009";86
"Markina-Xemein";"Paises del Magreb";"2010";83
"Markina-Xemein";"Paises del Magreb";"2011";91
"Markina-Xemein";"Paises del Magreb";"2012";105
"Markina-Xemein";"Paises del Magreb";"2013";111
"Markina-Xemein";"Paises del Magreb";"2014";108
"Markina-Xemein";"Paises del Magreb";"2015";115
"Markina-Xemein";"Paises del Magreb";"2016";118
"Markina-Xemein";"Paises del Magreb";"2017";109
"Markina-Xemein";"Paises del Magreb";"2018";95
"Markina-Xemein";"Paises del Magreb";"2019";116
"Markina-Xemein";"Paises del Magreb";"2020";123
"Markina-Xemein";"Paises del Magreb";"2021";119
"Markina-Xemein";"Resto de Africa";"2001";4
"Markina-Xemein";"Resto de Africa";"2002";4
"Markina-Xemein";"Resto de Africa";"2003";26
"Markina-Xemein";"Resto de Africa";"2004";53
"Markina-Xemein";"Resto de Africa";"2005";75
"Markina-Xemein";"Resto de Africa";"2006";98
"Markina-Xemein";"Resto de Africa";"2007";169
"Markina-Xemein";"Resto de Africa";"2008";198
"Markina-Xemein";"Resto de Africa";"2009";234
"Markina-Xemein";"Resto de Africa";"2010";243
"Markina-Xemein";"Resto de Africa";"2011";252
"Markina-Xemein";"Resto de Africa";"2012";216
"Markina-Xemein";"Resto de Africa";"2013";220
"Markina-Xemein";"Resto de Africa";"2014";221
"Markina-Xemein";"Resto de Africa";"2015";204
"Markina-Xemein";"Resto de Africa";"2016";189
"Markina-Xemein";"Resto de Africa";"2017";208
"Markina-Xemein";"Resto de Africa";"2018";182
"Markina-Xemein";"Resto de Africa";"2019";209
"Markina-Xemein";"Resto de Africa";"2020";215
"Markina-Xemein";"Resto de Africa";"2021";185
"Markina-Xemein";"América del Sur";"2001";16
"Markina-Xemein";"América del Sur";"2002";18
"Markina-Xemein";"América del Sur";"2003";18
"Markina-Xemein";"América del Sur";"2004";14
"Markina-Xemein";"América del Sur";"2005";21
"Markina-Xemein";"América del Sur";"2006";19
"Markina-Xemein";"América del Sur";"2007";29
"Markina-Xemein";"América del Sur";"2008";27
"Markina-Xemein";"América del Sur";"2009";43
"Markina-Xemein";"América del Sur";"2010";40
"Markina-Xemein";"América del Sur";"2011";35
"Markina-Xemein";"América del Sur";"2012";33
"Markina-Xemein";"América del Sur";"2013";36
"Markina-Xemein";"América del Sur";"2014";34
"Markina-Xemein";"América del Sur";"2015";29
"Markina-Xemein";"América del Sur";"2016";41
"Markina-Xemein";"América del Sur";"2017";78
"Markina-Xemein";"América del Sur";"2018";44
"Markina-Xemein";"América del Sur";"2019";38
"Markina-Xemein";"América del Sur";"2020";58
"Markina-Xemein";"América del Sur";"2021";48
"Markina-Xemein";"Resto de América";"2001";22
"Markina-Xemein";"Resto de América";"2002";16
"Markina-Xemein";"Resto de América";"2003";16
"Markina-Xemein";"Resto de América";"2004";14
"Markina-Xemein";"Resto de América";"2005";18
"Markina-Xemein";"Resto de América";"2006";14
"Markina-Xemein";"Resto de América";"2007";15
"Markina-Xemein";"Resto de América";"2008";22
"Markina-Xemein";"Resto de América";"2009";19
"Markina-Xemein";"Resto de América";"2010";21
"Markina-Xemein";"Resto de América";"2011";20
"Markina-Xemein";"Resto de América";"2012";26
"Markina-Xemein";"Resto de América";"2013";36
"Markina-Xemein";"Resto de América";"2014";41
"Markina-Xemein";"Resto de América";"2015";51
"Markina-Xemein";"Resto de América";"2016";43
"Markina-Xemein";"Resto de América";"2017";43
"Markina-Xemein";"Resto de América";"2018";48
"Markina-Xemein";"Resto de América";"2019";72
"Markina-Xemein";"Resto de América";"2020";86
"Markina-Xemein";"Resto de América";"2021";100
"Markina-Xemein";"Asia y Oceanía";"2001";10
"Markina-Xemein";"Asia y Oceanía";"2002";19
"Markina-Xemein";"Asia y Oceanía";"2003";9
"Markina-Xemein";"Asia y Oceanía";"2004";9
"Markina-Xemein";"Asia y Oceanía";"2005";9
"Markina-Xemein";"Asia y Oceanía";"2006";7
"Markina-Xemein";"Asia y Oceanía";"2007";5
"Markina-Xemein";"Asia y Oceanía";"2008";4
"Markina-Xemein";"Asia y Oceanía";"2009";12
"Markina-Xemein";"Asia y Oceanía";"2010";10
"Markina-Xemein";"Asia y Oceanía";"2011";15
"Markina-Xemein";"Asia y Oceanía";"2012";13
"Markina-Xemein";"Asia y Oceanía";"2013";16
"Markina-Xemein";"Asia y Oceanía";"2014";25
"Markina-Xemein";"Asia y Oceanía";"2015";19
"Markina-Xemein";"Asia y Oceanía";"2016";16
"Markina-Xemein";"Asia y Oceanía";"2017";18
"Markina-Xemein";"Asia y Oceanía";"2018";11
"Markina-Xemein";"Asia y Oceanía";"2019";14
"Markina-Xemein";"Asia y Oceanía";"2020";23
"Markina-Xemein";"Asia y Oceanía";"2021";17
"Maruri-Jatabe";"Total";"2001";699
"Maruri-Jatabe";"Total";"2002";733
"Maruri-Jatabe";"Total";"2003";769
"Maruri-Jatabe";"Total";"2004";807
"Maruri-Jatabe";"Total";"2005";820
"Maruri-Jatabe";"Total";"2006";834
"Maruri-Jatabe";"Total";"2007";842
"Maruri-Jatabe";"Total";"2008";846
"Maruri-Jatabe";"Total";"2009";889
"Maruri-Jatabe";"Total";"2010";889
"Maruri-Jatabe";"Total";"2011";912
"Maruri-Jatabe";"Total";"2012";954
"Maruri-Jatabe";"Total";"2013";942
"Maruri-Jatabe";"Total";"2014";934
"Maruri-Jatabe";"Total";"2015";943
"Maruri-Jatabe";"Total";"2016";941
"Maruri-Jatabe";"Total";"2017";925
"Maruri-Jatabe";"Total";"2018";917
"Maruri-Jatabe";"Total";"2019";928
"Maruri-Jatabe";"Total";"2020";916
"Maruri-Jatabe";"Total";"2021";961
"Maruri-Jatabe";"España";"2001";689
"Maruri-Jatabe";"España";"2002";724
"Maruri-Jatabe";"España";"2003";757
"Maruri-Jatabe";"España";"2004";786
"Maruri-Jatabe";"España";"2005";804
"Maruri-Jatabe";"España";"2006";810
"Maruri-Jatabe";"España";"2007";820
"Maruri-Jatabe";"España";"2008";822
"Maruri-Jatabe";"España";"2009";864
"Maruri-Jatabe";"España";"2010";865
"Maruri-Jatabe";"España";"2011";892
"Maruri-Jatabe";"España";"2012";928
"Maruri-Jatabe";"España";"2013";919
"Maruri-Jatabe";"España";"2014";914
"Maruri-Jatabe";"España";"2015";927
"Maruri-Jatabe";"España";"2016";922
"Maruri-Jatabe";"España";"2017";904
"Maruri-Jatabe";"España";"2018";900
"Maruri-Jatabe";"España";"2019";904
"Maruri-Jatabe";"España";"2020";890
"Maruri-Jatabe";"España";"2021";934
"Maruri-Jatabe";"Europa del Este";"2001";-
"Maruri-Jatabe";"Europa del Este";"2002";-
"Maruri-Jatabe";"Europa del Este";"2003";-
"Maruri-Jatabe";"Europa del Este";"2004";-
"Maruri-Jatabe";"Europa del Este";"2005";-
"Maruri-Jatabe";"Europa del Este";"2006";1
"Maruri-Jatabe";"Europa del Este";"2007";1
"Maruri-Jatabe";"Europa del Este";"2008";1
"Maruri-Jatabe";"Europa del Este";"2009";3
"Maruri-Jatabe";"Europa del Este";"2010";4
"Maruri-Jatabe";"Europa del Este";"2011";2
"Maruri-Jatabe";"Europa del Este";"2012";1
"Maruri-Jatabe";"Europa del Este";"2013";1
"Maruri-Jatabe";"Europa del Este";"2014";1
"Maruri-Jatabe";"Europa del Este";"2015";1
"Maruri-Jatabe";"Europa del Este";"2016";1
"Maruri-Jatabe";"Europa del Este";"2017";1
"Maruri-Jatabe";"Europa del Este";"2018";3
"Maruri-Jatabe";"Europa del Este";"2019";3
"Maruri-Jatabe";"Europa del Este";"2020";2
"Maruri-Jatabe";"Europa del Este";"2021";2
"Maruri-Jatabe";"Resto de Europa";"2001";6
"Maruri-Jatabe";"Resto de Europa";"2002";5
"Maruri-Jatabe";"Resto de Europa";"2003";5
"Maruri-Jatabe";"Resto de Europa";"2004";9
"Maruri-Jatabe";"Resto de Europa";"2005";7
"Maruri-Jatabe";"Resto de Europa";"2006";7
"Maruri-Jatabe";"Resto de Europa";"2007";7
"Maruri-Jatabe";"Resto de Europa";"2008";4
"Maruri-Jatabe";"Resto de Europa";"2009";8
"Maruri-Jatabe";"Resto de Europa";"2010";8
"Maruri-Jatabe";"Resto de Europa";"2011";3
"Maruri-Jatabe";"Resto de Europa";"2012";5
"Maruri-Jatabe";"Resto de Europa";"2013";5
"Maruri-Jatabe";"Resto de Europa";"2014";6
"Maruri-Jatabe";"Resto de Europa";"2015";5
"Maruri-Jatabe";"Resto de Europa";"2016";4
"Maruri-Jatabe";"Resto de Europa";"2017";5
"Maruri-Jatabe";"Resto de Europa";"2018";4
"Maruri-Jatabe";"Resto de Europa";"2019";6
"Maruri-Jatabe";"Resto de Europa";"2020";7
"Maruri-Jatabe";"Resto de Europa";"2021";7
"Maruri-Jatabe";"Paises del Magreb";"2001";-
"Maruri-Jatabe";"Paises del Magreb";"2002";-
"Maruri-Jatabe";"Paises del Magreb";"2003";-
"Maruri-Jatabe";"Paises del Magreb";"2004";-
"Maruri-Jatabe";"Paises del Magreb";"2005";1
"Maruri-Jatabe";"Paises del Magreb";"2006";-
"Maruri-Jatabe";"Paises del Magreb";"2007";-
"Maruri-Jatabe";"Paises del Magreb";"2008";-
"Maruri-Jatabe";"Paises del Magreb";"2009";1
"Maruri-Jatabe";"Paises del Magreb";"2010";-
"Maruri-Jatabe";"Paises del Magreb";"2011";1
"Maruri-Jatabe";"Paises del Magreb";"2012";1
"Maruri-Jatabe";"Paises del Magreb";"2013";1
"Maruri-Jatabe";"Paises del Magreb";"2014";2
"Maruri-Jatabe";"Paises del Magreb";"2015";1
"Maruri-Jatabe";"Paises del Magreb";"2016";1
"Maruri-Jatabe";"Paises del Magreb";"2017";1
"Maruri-Jatabe";"Paises del Magreb";"2018";-
"Maruri-Jatabe";"Paises del Magreb";"2019";1
"Maruri-Jatabe";"Paises del Magreb";"2020";1
"Maruri-Jatabe";"Paises del Magreb";"2021";1
"Maruri-Jatabe";"Resto de Africa";"2001";-
"Maruri-Jatabe";"Resto de Africa";"2002";-
"Maruri-Jatabe";"Resto de Africa";"2003";-
"Maruri-Jatabe";"Resto de Africa";"2004";-
"Maruri-Jatabe";"Resto de Africa";"2005";-
"Maruri-Jatabe";"Resto de Africa";"2006";-
"Maruri-Jatabe";"Resto de Africa";"2007";-
"Maruri-Jatabe";"Resto de Africa";"2008";-
"Maruri-Jatabe";"Resto de Africa";"2009";-
"Maruri-Jatabe";"Resto de Africa";"2010";-
"Maruri-Jatabe";"Resto de Africa";"2011";-
"Maruri-Jatabe";"Resto de Africa";"2012";1
"Maruri-Jatabe";"Resto de Africa";"2013";1
"Maruri-Jatabe";"Resto de Africa";"2014";1
"Maruri-Jatabe";"Resto de Africa";"2015";-
"Maruri-Jatabe";"Resto de Africa";"2016";-
"Maruri-Jatabe";"Resto de Africa";"2017";-
"Maruri-Jatabe";"Resto de Africa";"2018";-
"Maruri-Jatabe";"Resto de Africa";"2019";1
"Maruri-Jatabe";"Resto de Africa";"2020";1
"Maruri-Jatabe";"Resto de Africa";"2021";1
"Maruri-Jatabe";"América del Sur";"2001";1
"Maruri-Jatabe";"América del Sur";"2002";1
"Maruri-Jatabe";"América del Sur";"2003";4
"Maruri-Jatabe";"América del Sur";"2004";9
"Maruri-Jatabe";"América del Sur";"2005";5
"Maruri-Jatabe";"América del Sur";"2006";12
"Maruri-Jatabe";"América del Sur";"2007";12
"Maruri-Jatabe";"América del Sur";"2008";16
"Maruri-Jatabe";"América del Sur";"2009";11
"Maruri-Jatabe";"América del Sur";"2010";10
"Maruri-Jatabe";"América del Sur";"2011";11
"Maruri-Jatabe";"América del Sur";"2012";14
"Maruri-Jatabe";"América del Sur";"2013";12
"Maruri-Jatabe";"América del Sur";"2014";6
"Maruri-Jatabe";"América del Sur";"2015";6
"Maruri-Jatabe";"América del Sur";"2016";6
"Maruri-Jatabe";"América del Sur";"2017";10
"Maruri-Jatabe";"América del Sur";"2018";7
"Maruri-Jatabe";"América del Sur";"2019";7
"Maruri-Jatabe";"América del Sur";"2020";13
"Maruri-Jatabe";"América del Sur";"2021";11
"Maruri-Jatabe";"Resto de América";"2001";3
"Maruri-Jatabe";"Resto de América";"2002";3
"Maruri-Jatabe";"Resto de América";"2003";3
"Maruri-Jatabe";"Resto de América";"2004";3
"Maruri-Jatabe";"Resto de América";"2005";3
"Maruri-Jatabe";"Resto de América";"2006";4
"Maruri-Jatabe";"Resto de América";"2007";2
"Maruri-Jatabe";"Resto de América";"2008";2
"Maruri-Jatabe";"Resto de América";"2009";1
"Maruri-Jatabe";"Resto de América";"2010";1
"Maruri-Jatabe";"Resto de América";"2011";2
"Maruri-Jatabe";"Resto de América";"2012";3
"Maruri-Jatabe";"Resto de América";"2013";2
"Maruri-Jatabe";"Resto de América";"2014";3
"Maruri-Jatabe";"Resto de América";"2015";3
"Maruri-Jatabe";"Resto de América";"2016";7
"Maruri-Jatabe";"Resto de América";"2017";3
"Maruri-Jatabe";"Resto de América";"2018";3
"Maruri-Jatabe";"Resto de América";"2019";5
"Maruri-Jatabe";"Resto de América";"2020";1
"Maruri-Jatabe";"Resto de América";"2021";4
"Maruri-Jatabe";"Asia y Oceanía";"2001";-
"Maruri-Jatabe";"Asia y Oceanía";"2002";-
"Maruri-Jatabe";"Asia y Oceanía";"2003";-
"Maruri-Jatabe";"Asia y Oceanía";"2004";-
"Maruri-Jatabe";"Asia y Oceanía";"2005";-
"Maruri-Jatabe";"Asia y Oceanía";"2006";-
"Maruri-Jatabe";"Asia y Oceanía";"2007";-
"Maruri-Jatabe";"Asia y Oceanía";"2008";1
"Maruri-Jatabe";"Asia y Oceanía";"2009";1
"Maruri-Jatabe";"Asia y Oceanía";"2010";1
"Maruri-Jatabe";"Asia y Oceanía";"2011";1
"Maruri-Jatabe";"Asia y Oceanía";"2012";1
"Maruri-Jatabe";"Asia y Oceanía";"2013";1
"Maruri-Jatabe";"Asia y Oceanía";"2014";1
"Maruri-Jatabe";"Asia y Oceanía";"2015";-
"Maruri-Jatabe";"Asia y Oceanía";"2016";-
"Maruri-Jatabe";"Asia y Oceanía";"2017";1
"Maruri-Jatabe";"Asia y Oceanía";"2018";-
"Maruri-Jatabe";"Asia y Oceanía";"2019";1
"Maruri-Jatabe";"Asia y Oceanía";"2020";1
"Maruri-Jatabe";"Asia y Oceanía";"2021";1
"Mendaro";"Total";"2001";1498
"Mendaro";"Total";"2002";1535
"Mendaro";"Total";"2003";1584
"Mendaro";"Total";"2004";1669
"Mendaro";"Total";"2005";1673
"Mendaro";"Total";"2006";1676
"Mendaro";"Total";"2007";1708
"Mendaro";"Total";"2008";1831
"Mendaro";"Total";"2009";1898
"Mendaro";"Total";"2010";1897
"Mendaro";"Total";"2011";1935
"Mendaro";"Total";"2012";1971
"Mendaro";"Total";"2013";1997
"Mendaro";"Total";"2014";2011
"Mendaro";"Total";"2015";2037
"Mendaro";"Total";"2016";2039
"Mendaro";"Total";"2017";2135
"Mendaro";"Total";"2018";2148
"Mendaro";"Total";"2019";2139
"Mendaro";"Total";"2020";2115
"Mendaro";"Total";"2021";2002
"Mendaro";"España";"2001";1494
"Mendaro";"España";"2002";1527
"Mendaro";"España";"2003";1572
"Mendaro";"España";"2004";1659
"Mendaro";"España";"2005";1652
"Mendaro";"España";"2006";1640
"Mendaro";"España";"2007";1646
"Mendaro";"España";"2008";1754
"Mendaro";"España";"2009";1808
"Mendaro";"España";"2010";1810
"Mendaro";"España";"2011";1847
"Mendaro";"España";"2012";1858
"Mendaro";"España";"2013";1865
"Mendaro";"España";"2014";1870
"Mendaro";"España";"2015";1895
"Mendaro";"España";"2016";1897
"Mendaro";"España";"2017";1974
"Mendaro";"España";"2018";1986
"Mendaro";"España";"2019";1979
"Mendaro";"España";"2020";1938
"Mendaro";"España";"2021";1833
"Mendaro";"Europa del Este";"2001";-
"Mendaro";"Europa del Este";"2002";4
"Mendaro";"Europa del Este";"2003";8
"Mendaro";"Europa del Este";"2004";1
"Mendaro";"Europa del Este";"2005";2
"Mendaro";"Europa del Este";"2006";1
"Mendaro";"Europa del Este";"2007";1
"Mendaro";"Europa del Este";"2008";7
"Mendaro";"Europa del Este";"2009";10
"Mendaro";"Europa del Este";"2010";11
"Mendaro";"Europa del Este";"2011";8
"Mendaro";"Europa del Este";"2012";11
"Mendaro";"Europa del Este";"2013";12
"Mendaro";"Europa del Este";"2014";12
"Mendaro";"Europa del Este";"2015";17
"Mendaro";"Europa del Este";"2016";18
"Mendaro";"Europa del Este";"2017";21
"Mendaro";"Europa del Este";"2018";23
"Mendaro";"Europa del Este";"2019";24
"Mendaro";"Europa del Este";"2020";41
"Mendaro";"Europa del Este";"2021";32
"Mendaro";"Resto de Europa";"2001";1
"Mendaro";"Resto de Europa";"2002";1
"Mendaro";"Resto de Europa";"2003";1
"Mendaro";"Resto de Europa";"2004";1
"Mendaro";"Resto de Europa";"2005";9
"Mendaro";"Resto de Europa";"2006";10
"Mendaro";"Resto de Europa";"2007";8
"Mendaro";"Resto de Europa";"2008";10
"Mendaro";"Resto de Europa";"2009";7
"Mendaro";"Resto de Europa";"2010";7
"Mendaro";"Resto de Europa";"2011";6
"Mendaro";"Resto de Europa";"2012";6
"Mendaro";"Resto de Europa";"2013";9
"Mendaro";"Resto de Europa";"2014";12
"Mendaro";"Resto de Europa";"2015";5
"Mendaro";"Resto de Europa";"2016";4
"Mendaro";"Resto de Europa";"2017";3
"Mendaro";"Resto de Europa";"2018";2
"Mendaro";"Resto de Europa";"2019";2
"Mendaro";"Resto de Europa";"2020";2
"Mendaro";"Resto de Europa";"2021";2
"Mendaro";"Paises del Magreb";"2001";-
"Mendaro";"Paises del Magreb";"2002";-
"Mendaro";"Paises del Magreb";"2003";-
"Mendaro";"Paises del Magreb";"2004";-
"Mendaro";"Paises del Magreb";"2005";1
"Mendaro";"Paises del Magreb";"2006";5
"Mendaro";"Paises del Magreb";"2007";7
"Mendaro";"Paises del Magreb";"2008";8
"Mendaro";"Paises del Magreb";"2009";10
"Mendaro";"Paises del Magreb";"2010";13
"Mendaro";"Paises del Magreb";"2011";13
"Mendaro";"Paises del Magreb";"2012";20
"Mendaro";"Paises del Magreb";"2013";35
"Mendaro";"Paises del Magreb";"2014";36
"Mendaro";"Paises del Magreb";"2015";58
"Mendaro";"Paises del Magreb";"2016";56
"Mendaro";"Paises del Magreb";"2017";47
"Mendaro";"Paises del Magreb";"2018";57
"Mendaro";"Paises del Magreb";"2019";40
"Mendaro";"Paises del Magreb";"2020";23
"Mendaro";"Paises del Magreb";"2021";25
"Mendaro";"Resto de Africa";"2001";-
"Mendaro";"Resto de Africa";"2002";-
"Mendaro";"Resto de Africa";"2003";-
"Mendaro";"Resto de Africa";"2004";-
"Mendaro";"Resto de Africa";"2005";-
"Mendaro";"Resto de Africa";"2006";-
"Mendaro";"Resto de Africa";"2007";-
"Mendaro";"Resto de Africa";"2008";1
"Mendaro";"Resto de Africa";"2009";5
"Mendaro";"Resto de Africa";"2010";9
"Mendaro";"Resto de Africa";"2011";13
"Mendaro";"Resto de Africa";"2012";23
"Mendaro";"Resto de Africa";"2013";15
"Mendaro";"Resto de Africa";"2014";13
"Mendaro";"Resto de Africa";"2015";12
"Mendaro";"Resto de Africa";"2016";12
"Mendaro";"Resto de Africa";"2017";15
"Mendaro";"Resto de Africa";"2018";12
"Mendaro";"Resto de Africa";"2019";16
"Mendaro";"Resto de Africa";"2020";17
"Mendaro";"Resto de Africa";"2021";17
"Mendaro";"América del Sur";"2001";1
"Mendaro";"América del Sur";"2002";-
"Mendaro";"América del Sur";"2003";1
"Mendaro";"América del Sur";"2004";6
"Mendaro";"América del Sur";"2005";6
"Mendaro";"América del Sur";"2006";18
"Mendaro";"América del Sur";"2007";36
"Mendaro";"América del Sur";"2008";42
"Mendaro";"América del Sur";"2009";49
"Mendaro";"América del Sur";"2010";39
"Mendaro";"América del Sur";"2011";37
"Mendaro";"América del Sur";"2012";39
"Mendaro";"América del Sur";"2013";43
"Mendaro";"América del Sur";"2014";43
"Mendaro";"América del Sur";"2015";27
"Mendaro";"América del Sur";"2016";23
"Mendaro";"América del Sur";"2017";27
"Mendaro";"América del Sur";"2018";22
"Mendaro";"América del Sur";"2019";32
"Mendaro";"América del Sur";"2020";39
"Mendaro";"América del Sur";"2021";40
"Mendaro";"Resto de América";"2001";2
"Mendaro";"Resto de América";"2002";3
"Mendaro";"Resto de América";"2003";2
"Mendaro";"Resto de América";"2004";2
"Mendaro";"Resto de América";"2005";2
"Mendaro";"Resto de América";"2006";1
"Mendaro";"Resto de América";"2007";3
"Mendaro";"Resto de América";"2008";3
"Mendaro";"Resto de América";"2009";4
"Mendaro";"Resto de América";"2010";5
"Mendaro";"Resto de América";"2011";4
"Mendaro";"Resto de América";"2012";6
"Mendaro";"Resto de América";"2013";10
"Mendaro";"Resto de América";"2014";13
"Mendaro";"Resto de América";"2015";13
"Mendaro";"Resto de América";"2016";18
"Mendaro";"Resto de América";"2017";30
"Mendaro";"Resto de América";"2018";36
"Mendaro";"Resto de América";"2019";37
"Mendaro";"Resto de América";"2020";47
"Mendaro";"Resto de América";"2021";45
"Mendaro";"Asia y Oceanía";"2001";-
"Mendaro";"Asia y Oceanía";"2002";-
"Mendaro";"Asia y Oceanía";"2003";-
"Mendaro";"Asia y Oceanía";"2004";-
"Mendaro";"Asia y Oceanía";"2005";1
"Mendaro";"Asia y Oceanía";"2006";1
"Mendaro";"Asia y Oceanía";"2007";7
"Mendaro";"Asia y Oceanía";"2008";6
