territorio histórico;CNAE009;unidad;periodo;Comercio exterior de la C.A. de Euskadi;CNA-09
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1995;220576;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1996;213797;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1997;269189;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1998;257183;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;1999;227352;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2000;353365;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2001;313102;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2002;346289;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2003;402787;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2004;551278;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2005;466982;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2006;521665;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2007;683003;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2008;961047;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2009;477174;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2010;733078;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2011;803141;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2012;686454;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2013;622820;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2014;597364;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2015;578029;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2016;443933;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2017;488034;241
Gipuzkoa;241 Fabricación de productos básicos de hierro, acero y ferroaleaciones;Miles de euros;2018;573936;241
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1990;13170;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1991;11616;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1992;10475;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1993;15483;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1994;22999;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1995;25363;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1996;26815;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1997;38820;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1998;37224;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;1999;28270;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2000;40698;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2001;48718;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2002;59161;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2003;37472;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2004;60709;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2005;80460;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2006;91716;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2007;99606;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2008;118843;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2009;72599;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2010;96405;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2011;179878;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2012;163922;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2013;162105;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2014;149401;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2015;162688;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2016;151299;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2017;153282;242
Gipuzkoa;242 Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero;Miles de euros;2018;173957;242
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1990;10558;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1991;5383;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1992;7143;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1993;7538;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1994;12459;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1995;20504;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1996;16217;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1997;18533;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1998;23621;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;1999;21227;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2000;34455;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2001;32230;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2002;30381;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2003;31901;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2004;41872;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2005;54438;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2006;51645;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2007;51271;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2008;55625;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2009;20144;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2010;20961;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2011;30214;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2012;33237;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2013;25096;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2014;31054;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2015;40360;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2016;33687;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2017;37339;243
Gipuzkoa;243 Fabricación de otros productos de primera transformación del acero;Miles de euros;2018;41494;243
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1990;7604;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1991;6730;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1992;6519;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1993;8174;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1994;12666;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1995;12512;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1996;11606;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1997;17077;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1998;17351;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;1999;18543;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2000;31542;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2001;21970;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2002;21838;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2003;17493;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2004;21576;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2005;27722;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2006;45651;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2007;52662;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2008;41215;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2009;31582;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2010;47223;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2011;49131;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2012;58164;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2013;65025;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2014;70773;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2015;79087;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2016;71787;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2017;89900;244
Gipuzkoa;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2018;89429;244
Gipuzkoa;245 Fundición de metales;Miles de euros;1990;13314;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1991;15249;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1992;7556;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1993;6597;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1994;5702;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1995;9461;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1996;8234;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1997;8343;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1998;9789;245
Gipuzkoa;245 Fundición de metales;Miles de euros;1999;22774;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2000;29457;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2001;28552;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2002;27314;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2003;33099;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2004;31525;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2005;33884;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2006;40382;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2007;43490;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2008;35603;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2009;27621;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2010;25820;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2011;20382;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2012;304;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2013;768;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2014;619;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2015;1014;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2016;600;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2017;689;245
Gipuzkoa;245 Fundición de metales;Miles de euros;2018;983;245
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1990;2090;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1991;2101;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1992;2465;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1993;3074;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1994;4804;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1995;5701;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1996;12442;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1997;14531;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1998;17401;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1999;26022;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2000;45600;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2001;45001;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2002;35021;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2003;39536;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2004;42648;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2005;53133;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2006;62911;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2007;78829;251
Gipuzkoa;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2008;71422;251
