territorio histórico;CNAE009;unidad;periodo;Comercio exterior de la C.A. de Euskadi;CNA-09
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2008;565945;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2009;368720;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2010;483952;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2011;515732;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2012;505190;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2013;564987;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2014;547680;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2015;553190;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2016;577368;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2017;715589;244
Bizkaia;244 Producción de metales preciosos y de otros metales no férreos;Miles de euros;2018;740828;244
Bizkaia;245 Fundición de metales;Miles de euros;1990;154;245
Bizkaia;245 Fundición de metales;Miles de euros;1991;141;245
Bizkaia;245 Fundición de metales;Miles de euros;1992;92;245
Bizkaia;245 Fundición de metales;Miles de euros;1993;86;245
Bizkaia;245 Fundición de metales;Miles de euros;1994;147;245
Bizkaia;245 Fundición de metales;Miles de euros;1995;256;245
Bizkaia;245 Fundición de metales;Miles de euros;1996;118;245
Bizkaia;245 Fundición de metales;Miles de euros;1997;187;245
Bizkaia;245 Fundición de metales;Miles de euros;1998;480;245
Bizkaia;245 Fundición de metales;Miles de euros;1999;121;245
Bizkaia;245 Fundición de metales;Miles de euros;2000;118;245
Bizkaia;245 Fundición de metales;Miles de euros;2001;169;245
Bizkaia;245 Fundición de metales;Miles de euros;2002;2091;245
Bizkaia;245 Fundición de metales;Miles de euros;2003;643;245
Bizkaia;245 Fundición de metales;Miles de euros;2004;634;245
Bizkaia;245 Fundición de metales;Miles de euros;2005;732;245
Bizkaia;245 Fundición de metales;Miles de euros;2006;2810;245
Bizkaia;245 Fundición de metales;Miles de euros;2007;1068;245
Bizkaia;245 Fundición de metales;Miles de euros;2008;463;245
Bizkaia;245 Fundición de metales;Miles de euros;2009;2677;245
Bizkaia;245 Fundición de metales;Miles de euros;2010;2747;245
Bizkaia;245 Fundición de metales;Miles de euros;2011;3824;245
Bizkaia;245 Fundición de metales;Miles de euros;2012;1176;245
Bizkaia;245 Fundición de metales;Miles de euros;2013;1346;245
Bizkaia;245 Fundición de metales;Miles de euros;2014;3288;245
Bizkaia;245 Fundición de metales;Miles de euros;2015;6643;245
Bizkaia;245 Fundición de metales;Miles de euros;2016;5016;245
Bizkaia;245 Fundición de metales;Miles de euros;2017;4413;245
Bizkaia;245 Fundición de metales;Miles de euros;2018;4282;245
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1990;4995;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1991;3476;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1992;6349;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1993;19103;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1994;13516;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1995;14979;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1996;12320;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1997;29653;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1998;16719;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;1999;13119;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2000;15116;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2001;13640;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2002;20306;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2003;11963;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2004;20219;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2005;24313;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2006;27641;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2007;57197;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2008;54733;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2009;34088;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2010;37770;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2011;47647;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2012;22699;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2013;28250;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2014;54645;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2015;49888;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2016;61197;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2017;84810;251
Bizkaia;251 Fabricación de elementos metálicos para la construcción;Miles de euros;2018;63747;251
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1990;5020;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1991;6725;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1992;5934;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1993;6648;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1994;8234;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1995;6949;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1996;14339;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1997;12641;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1998;15822;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;1999;11939;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2000;10430;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2001;9580;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2002;11606;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2003;10440;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2004;9121;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2005;20027;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2006;18990;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2007;28316;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2008;22470;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2009;10258;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2010;12257;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2011;4392;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2012;24366;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2013;35466;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2014;4492;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2015;9993;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2016;5104;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2017;3868;252
Bizkaia;252 Fabricación de cisternas, grandes depósitos y contenedores de metal;Miles de euros;2018;3994;252
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1990;22307;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1991;6221;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1992;14019;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1993;23588;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1994;50976;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1995;61105;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1996;98004;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1997;25407;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1998;54155;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;1999;11474;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2000;22738;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2001;5462;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2002;47370;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2003;7313;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2004;18733;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2005;1510;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2006;7820;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2007;13597;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2008;51657;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2009;7692;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2010;16965;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2011;16623;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2012;5126;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2013;17529;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2014;8120;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2015;16711;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2016;49676;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2017;26272;253
Bizkaia;253 Fabricación de generadores de vapor, excepto calderas para calefacción central;Miles de euros;2018;12793;253
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1990;4771;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1991;5012;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1992;5821;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1993;9762;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1994;15565;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1995;12664;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1996;9793;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1997;11774;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1998;10369;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;1999;9818;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2000;10659;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2001;10474;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2002;13367;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2003;10460;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2004;12159;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2005;11032;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2006;12341;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2007;12338;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2008;10729;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2009;12237;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2010;9886;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2011;7416;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2012;8463;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2013;12114;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2014;11092;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2015;13393;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2016;12359;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2017;14462;254
Bizkaia;254 Fabricación de armas y municiones;Miles de euros;2018;11562;254
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1990;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1991;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1992;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1993;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1994;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1995;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1996;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1997;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1998;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;1999;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2000;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2001;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2002;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2003;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2004;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2005;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2006;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2007;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2008;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2009;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2010;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2011;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2012;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2013;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2014;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2015;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2016;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2017;0;255
Bizkaia;"255 Forja, estampación y embutición de metales; metalurgia de polvos";Miles de euros;2018;0;255
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1990;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1991;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1992;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1993;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1994;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1995;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1996;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1997;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1998;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;1999;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2000;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2001;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2002;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2003;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2004;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2005;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2006;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2007;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2008;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2009;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2010;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2011;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2012;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2013;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2014;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2015;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2016;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2017;0;256
Bizkaia;"256 Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros";Miles de euros;2018;0;256
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1990;113259;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1991;117997;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1992;93731;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1993;86016;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1994;104307;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1995;129478;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1996;168979;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1997;192625;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1998;169169;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;1999;216480;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2000;209008;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2001;203489;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2002;211404;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2003;248926;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2004;232814;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2005;200912;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2006;189314;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2007;209811;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2008;208358;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2009;185533;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2010;213747;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2011;235224;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2012;265713;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2013;238735;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2014;308310;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2015;290046;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2016;273948;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2017;441925;257
Bizkaia;257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería;Miles de euros;2018;429217;257
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1990;67122;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1991;68488;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1992;68702;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1993;77464;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1994;97160;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1995;136958;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1996;156840;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1997;191186;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1998;193259;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;1999;196443;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2000;224356;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2001;209831;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2002;226447;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2003;215215;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2004;254709;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2005;274439;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2006;328652;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2007;349800;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2008;416593;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2009;286232;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2010;341772;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2011;340722;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2012;367859;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2013;402693;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2014;439479;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2015;484340;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2016;323214;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2017;421671;259
Bizkaia;259 Fabricación de otros productos metálicos;Miles de euros;2018;401344;259
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1990;319;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1991;98;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1992;510;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1993;3319;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1994;5895;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1995;9899;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1996;11220;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1997;1757;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1998;1331;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;1999;5769;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2000;1041;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2001;793;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2002;23787;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2003;159625;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2004;36805;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2005;11627;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2006;2478;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2007;1620;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2008;2333;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2009;1948;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2010;1772;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2011;27391;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2012;2134;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2013;2491;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2014;3653;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2015;9291;261
Bizkaia;261 Fabricación de componentes electrónicos y circuitos impresos ensamblados;Miles de euros;2016;5070;261
